"","code","name","namew","type","parent","parent_type"
"441","N21000312","BT118HH",NA,"postcode","N21000312","sdz"
"442","N21000311","BT118HJ",NA,"postcode","N21000311","sdz"
"443","N21000311","BT118HL",NA,"postcode","N21000311","sdz"
"444","000000000","BT118HN",NA,"postcode","000000000","sdz"
"445","N21000308","BT118HP",NA,"postcode","N21000308","sdz"
"446","N21000310","BT118HQ",NA,"postcode","N21000310","sdz"
"447","N21000308","BT118HR",NA,"postcode","N21000308","sdz"
"448","N21000311","BT118HS",NA,"postcode","N21000311","sdz"
"449","N21000311","BT118HT",NA,"postcode","N21000311","sdz"
"450","N21000311","BT118HU",NA,"postcode","N21000311","sdz"
"451","N21000308","BT118HW",NA,"postcode","N21000308","sdz"
"452","N21000308","BT118HX",NA,"postcode","N21000308","sdz"
"453","N21000311","BT118HY",NA,"postcode","N21000311","sdz"
"454","000000000","BT118HZ",NA,"postcode","000000000","sdz"
"455","N21000311","BT118JA",NA,"postcode","N21000311","sdz"
"456","N21000311","BT118JB",NA,"postcode","N21000311","sdz"
"457","N21000310","BT118JD",NA,"postcode","N21000310","sdz"
"458","N21000311","BT118JE",NA,"postcode","N21000311","sdz"
"459","N21000311","BT118JF",NA,"postcode","N21000311","sdz"
"460","N21000311","BT118JG",NA,"postcode","N21000311","sdz"
"461","N21000311","BT118JH",NA,"postcode","N21000311","sdz"
"462","N21000311","BT118JJ",NA,"postcode","N21000311","sdz"
"463","N21000311","BT118JL",NA,"postcode","N21000311","sdz"
"464","N21000311","BT118JN",NA,"postcode","N21000311","sdz"
"465","N21000311","BT118JP",NA,"postcode","N21000311","sdz"
"466","N21000311","BT118JQ",NA,"postcode","N21000311","sdz"
"467","N21000311","BT118JR",NA,"postcode","N21000311","sdz"
"468","N21000311","BT118JS",NA,"postcode","N21000311","sdz"
"469","N21000310","BT118JT",NA,"postcode","N21000310","sdz"
"470","N21000311","BT118JU",NA,"postcode","N21000311","sdz"
"471","000000000","BT118JW",NA,"postcode","000000000","sdz"
"472","N21000310","BT118JX",NA,"postcode","N21000310","sdz"
"473","N21000308","BT118JY",NA,"postcode","N21000308","sdz"
"474","N21000307","BT118JZ",NA,"postcode","N21000307","sdz"
"475","N21000310","BT118LA",NA,"postcode","N21000310","sdz"
"476","N21000310","BT118LB",NA,"postcode","N21000310","sdz"
"477","N21000310","BT118LD",NA,"postcode","N21000310","sdz"
"478","N21000310","BT118LE",NA,"postcode","N21000310","sdz"
"479","N21000310","BT118LF",NA,"postcode","N21000310","sdz"
"480","N21000312","BT118LG",NA,"postcode","N21000312","sdz"
"481","N21000312","BT118LH",NA,"postcode","N21000312","sdz"
"482","N21000312","BT118LJ",NA,"postcode","N21000312","sdz"
"483","N21000312","BT118LL",NA,"postcode","N21000312","sdz"
"484","N21000312","BT118LN",NA,"postcode","N21000312","sdz"
"485","N21000312","BT118LP",NA,"postcode","N21000312","sdz"
"486","N21000312","BT118LQ",NA,"postcode","N21000312","sdz"
"487","N21000312","BT118LR",NA,"postcode","N21000312","sdz"
"488","N21000312","BT118LS",NA,"postcode","N21000312","sdz"
"489","N21000312","BT118LT",NA,"postcode","N21000312","sdz"
"490","N21000312","BT118LU",NA,"postcode","N21000312","sdz"
"491","N21000312","BT118LW",NA,"postcode","N21000312","sdz"
"492","N21000312","BT118LX",NA,"postcode","N21000312","sdz"
"493","N21000312","BT118LY",NA,"postcode","N21000312","sdz"
"494","N21000312","BT118LZ",NA,"postcode","N21000312","sdz"
"495","N21000312","BT118NA",NA,"postcode","N21000312","sdz"
"496","N21000312","BT118NB",NA,"postcode","N21000312","sdz"
"497","N21000312","BT118ND",NA,"postcode","N21000312","sdz"
"498","N21000312","BT118NE",NA,"postcode","N21000312","sdz"
"499","N21000312","BT118NF",NA,"postcode","N21000312","sdz"
"500","N21000312","BT118NG",NA,"postcode","N21000312","sdz"
"501","N21000312","BT118NH",NA,"postcode","N21000312","sdz"
"502","N21000312","BT118NJ",NA,"postcode","N21000312","sdz"
"503","N21000312","BT118NL",NA,"postcode","N21000312","sdz"
"504","N21000312","BT118NN",NA,"postcode","N21000312","sdz"
"505","N21000312","BT118NP",NA,"postcode","N21000312","sdz"
"506","N21000312","BT118NQ",NA,"postcode","N21000312","sdz"
"507","N21000310","BT118NR",NA,"postcode","N21000310","sdz"
"508","N21000312","BT118NS",NA,"postcode","N21000312","sdz"
"509","N21000306","BT118NT",NA,"postcode","N21000306","sdz"
"510","N21000306","BT118NU",NA,"postcode","N21000306","sdz"
"511","000000000","BT118NW",NA,"postcode","000000000","sdz"
"512","N21000306","BT118NX",NA,"postcode","N21000306","sdz"
"513","N21000313","BT118NY",NA,"postcode","N21000313","sdz"
"514","N21000313","BT118NZ",NA,"postcode","N21000313","sdz"
"515","N21000313","BT118PA",NA,"postcode","N21000313","sdz"
"516","N21000313","BT118PB",NA,"postcode","N21000313","sdz"
"517","N21000304","BT118PD",NA,"postcode","N21000304","sdz"
"518","N21000313","BT118PE",NA,"postcode","N21000313","sdz"
"519","N21000313","BT118PF",NA,"postcode","N21000313","sdz"
"520","N21000308","BT118PG",NA,"postcode","N21000308","sdz"
"521","N21000308","BT118PH",NA,"postcode","N21000308","sdz"
"522","N21000306","BT118PJ",NA,"postcode","N21000306","sdz"
"523","N21000308","BT118PL",NA,"postcode","N21000308","sdz"
"524","N21000308","BT118PN",NA,"postcode","N21000308","sdz"
"525","N21000308","BT118PP",NA,"postcode","N21000308","sdz"
"526","N21000308","BT118PQ",NA,"postcode","N21000308","sdz"
"527","N21000308","BT118PR",NA,"postcode","N21000308","sdz"
"528","N21000313","BT118PS",NA,"postcode","N21000313","sdz"
"529","N21000310","BT118PT",NA,"postcode","N21000310","sdz"
"530","N21000312","BT118PU",NA,"postcode","N21000312","sdz"
"531","N21000308","BT118PW",NA,"postcode","N21000308","sdz"
"532","000000000","BT118PX",NA,"postcode","000000000","sdz"
"533","N21000308","BT118PY",NA,"postcode","N21000308","sdz"
"534","N21000308","BT118PZ",NA,"postcode","N21000308","sdz"
"535","000000000","BT118QA",NA,"postcode","000000000","sdz"
"536","N21000308","BT118QB",NA,"postcode","N21000308","sdz"
"537","000000000","BT118QD",NA,"postcode","000000000","sdz"
"538","N21000308","BT118QE",NA,"postcode","N21000308","sdz"
"539","N21000308","BT118QF",NA,"postcode","N21000308","sdz"
"540","N21000313","BT118QG",NA,"postcode","N21000313","sdz"
"541","N21000308","BT118QH",NA,"postcode","N21000308","sdz"
"542","N21000286","BT118QJ",NA,"postcode","N21000286","sdz"
"543","N21000308","BT118QL",NA,"postcode","N21000308","sdz"
"544","N21000304","BT118QN",NA,"postcode","N21000304","sdz"
"545","N21000307","BT118QP",NA,"postcode","N21000307","sdz"
"546","N21000313","BT118QQ",NA,"postcode","N21000313","sdz"
"547","N21000304","BT118QR",NA,"postcode","N21000304","sdz"
"548","N21000304","BT118QS",NA,"postcode","N21000304","sdz"
"549","N21000308","BT118QT",NA,"postcode","N21000308","sdz"
"550","N21000310","BT118QU",NA,"postcode","N21000310","sdz"
"551","N21000304","BT118QW",NA,"postcode","N21000304","sdz"
"552","N21000310","BT118QX",NA,"postcode","N21000310","sdz"
"553","N21000310","BT118QY",NA,"postcode","N21000310","sdz"
"554","N21000310","BT118QZ",NA,"postcode","N21000310","sdz"
"555","N21000311","BT118RA",NA,"postcode","N21000311","sdz"
"556","N21000310","BT118RB",NA,"postcode","N21000310","sdz"
"557","N21000308","BT118RD",NA,"postcode","N21000308","sdz"
"558","N21000310","BT118RE",NA,"postcode","N21000310","sdz"
"559","N21000310","BT118RF",NA,"postcode","N21000310","sdz"
"560","N21000310","BT118RG",NA,"postcode","N21000310","sdz"
"561","N21000310","BT118RH",NA,"postcode","N21000310","sdz"
"562","N21000310","BT118RJ",NA,"postcode","N21000310","sdz"
"563","000000000","BT118RL",NA,"postcode","000000000","sdz"
"564","000000000","BT118RN",NA,"postcode","000000000","sdz"
"565","N21000310","BT118RP",NA,"postcode","N21000310","sdz"
"566","N21000310","BT118RQ",NA,"postcode","N21000310","sdz"
"567","N21000310","BT118RR",NA,"postcode","N21000310","sdz"
"568","N21000310","BT118RS",NA,"postcode","N21000310","sdz"
"569","N21000310","BT118RT",NA,"postcode","N21000310","sdz"
"570","N21000310","BT118RU",NA,"postcode","N21000310","sdz"
"571","N21000310","BT118RX",NA,"postcode","N21000310","sdz"
"572","N21000311","BT118RY",NA,"postcode","N21000311","sdz"
"573","N21000310","BT118SA",NA,"postcode","N21000310","sdz"
"574","000000000","BT118SB",NA,"postcode","000000000","sdz"
"575","N21000308","BT118SD",NA,"postcode","N21000308","sdz"
"576","N21000308","BT118SE",NA,"postcode","N21000308","sdz"
"577","N21000308","BT118SG",NA,"postcode","N21000308","sdz"
"578","N21000307","BT118SH",NA,"postcode","N21000307","sdz"
"579","N21000308","BT118SJ",NA,"postcode","N21000308","sdz"
"580","N21000310","BT118SL",NA,"postcode","N21000310","sdz"
"581","N21000310","BT118SN",NA,"postcode","N21000310","sdz"
"582","N21000310","BT118SP",NA,"postcode","N21000310","sdz"
"583","N21000308","BT118SQ",NA,"postcode","N21000308","sdz"
"584","N21000308","BT118SR",NA,"postcode","N21000308","sdz"
"585","N21000308","BT118SU",NA,"postcode","N21000308","sdz"
"586","N21000310","BT118SW",NA,"postcode","N21000310","sdz"
"587","N21000307","BT118TA",NA,"postcode","N21000307","sdz"
"588","N21000307","BT118TE",NA,"postcode","N21000307","sdz"
"589","N21000307","BT118TF",NA,"postcode","N21000307","sdz"
"590","N21000307","BT118TG",NA,"postcode","N21000307","sdz"
"591","N21000307","BT118TH",NA,"postcode","N21000307","sdz"
"592","N21000307","BT118TJ",NA,"postcode","N21000307","sdz"
"593","000000000","BT118TL",NA,"postcode","000000000","sdz"
"594","000000000","BT118TN",NA,"postcode","000000000","sdz"
"595","N21000307","BT118TQ",NA,"postcode","N21000307","sdz"
"596","000000000","BT118TR",NA,"postcode","000000000","sdz"
"597","000000000","BT118TS",NA,"postcode","000000000","sdz"
"598","000000000","BT118TW",NA,"postcode","000000000","sdz"
"599","N21000307","BT118WZ",NA,"postcode","N21000307","sdz"
"600","N21000307","BT118YE",NA,"postcode","N21000307","sdz"
"601","N21000307","BT118YF",NA,"postcode","N21000307","sdz"
"602","N21000307","BT118YH",NA,"postcode","N21000307","sdz"
"603","N21000307","BT119AA",NA,"postcode","N21000307","sdz"
"604","N21000307","BT119AB",NA,"postcode","N21000307","sdz"
"605","N21000307","BT119AD",NA,"postcode","N21000307","sdz"
"606","N21000309","BT119AE",NA,"postcode","N21000309","sdz"
"607","N21000308","BT119AF",NA,"postcode","N21000308","sdz"
"608","N21000308","BT119AG",NA,"postcode","N21000308","sdz"
"609","N21000308","BT119AH",NA,"postcode","N21000308","sdz"
"610","N21000309","BT119AJ",NA,"postcode","N21000309","sdz"
"611","N21000308","BT119AL",NA,"postcode","N21000308","sdz"
"612","N21000315","BT119AN",NA,"postcode","N21000315","sdz"
"613","N21000315","BT119AP",NA,"postcode","N21000315","sdz"
"614","N21000315","BT119AQ",NA,"postcode","N21000315","sdz"
"615","N21000315","BT119AR",NA,"postcode","N21000315","sdz"
"616","N21000315","BT119AS",NA,"postcode","N21000315","sdz"
"617","N21000315","BT119AT",NA,"postcode","N21000315","sdz"
"618","N21000315","BT119AU",NA,"postcode","N21000315","sdz"
"619","N21000315","BT119AW",NA,"postcode","N21000315","sdz"
"620","N21000315","BT119AX",NA,"postcode","N21000315","sdz"
"621","N21000315","BT119AY",NA,"postcode","N21000315","sdz"
"622","N21000315","BT119AZ",NA,"postcode","N21000315","sdz"
"623","N21000315","BT119BA",NA,"postcode","N21000315","sdz"
"624","N21000315","BT119BB",NA,"postcode","N21000315","sdz"
"625","N21000315","BT119BD",NA,"postcode","N21000315","sdz"
"626","N21000315","BT119BE",NA,"postcode","N21000315","sdz"
"627","N21000313","BT119BF",NA,"postcode","N21000313","sdz"
"628","N21000315","BT119BG",NA,"postcode","N21000315","sdz"
"629","N21000311","BT119BH",NA,"postcode","N21000311","sdz"
"630","N21000315","BT119BJ",NA,"postcode","N21000315","sdz"
"631","N21000311","BT119BL",NA,"postcode","N21000311","sdz"
"632","000000000","BT119BN",NA,"postcode","000000000","sdz"
"633","N21000311","BT119BP",NA,"postcode","N21000311","sdz"
"634","N21000309","BT119BQ",NA,"postcode","N21000309","sdz"
"635","N21000311","BT119BS",NA,"postcode","N21000311","sdz"
"636","N21000311","BT119BT",NA,"postcode","N21000311","sdz"
"637","N21000311","BT119BU",NA,"postcode","N21000311","sdz"
"638","N21000311","BT119BW",NA,"postcode","N21000311","sdz"
"639","N21000315","BT119BX",NA,"postcode","N21000315","sdz"
"640","N21000315","BT119BY",NA,"postcode","N21000315","sdz"
"641","N21000315","BT119BZ",NA,"postcode","N21000315","sdz"
"642","N21000315","BT119DA",NA,"postcode","N21000315","sdz"
"643","N21000315","BT119DB",NA,"postcode","N21000315","sdz"
"644","N21000315","BT119DD",NA,"postcode","N21000315","sdz"
"645","N21000315","BT119DE",NA,"postcode","N21000315","sdz"
"646","N21000288","BT119DF",NA,"postcode","N21000288","sdz"
"647","N21000315","BT119DG",NA,"postcode","N21000315","sdz"
"648","N21000315","BT119DH",NA,"postcode","N21000315","sdz"
"649","N21000315","BT119DJ",NA,"postcode","N21000315","sdz"
"650","N21000315","BT119DL",NA,"postcode","N21000315","sdz"
"651","N21000315","BT119DN",NA,"postcode","N21000315","sdz"
"652","N21000315","BT119DP",NA,"postcode","N21000315","sdz"
"653","N21000288","BT119DQ",NA,"postcode","N21000288","sdz"
"654","N21000311","BT119DR",NA,"postcode","N21000311","sdz"
"655","N21000309","BT119DS",NA,"postcode","N21000309","sdz"
"656","N21000309","BT119DT",NA,"postcode","N21000309","sdz"
"657","N21000286","BT119DU",NA,"postcode","N21000286","sdz"
"658","N21000288","BT119DW",NA,"postcode","N21000288","sdz"
"659","N21000289","BT119DX",NA,"postcode","N21000289","sdz"
"660","N21000288","BT119DY",NA,"postcode","N21000288","sdz"
"661","N21000288","BT119DZ",NA,"postcode","N21000288","sdz"
"662","N21000311","BT119EA",NA,"postcode","N21000311","sdz"
"663","N21000315","BT119EB",NA,"postcode","N21000315","sdz"
"664","N21000286","BT119ED",NA,"postcode","N21000286","sdz"
"665","000000000","BT119EE",NA,"postcode","000000000","sdz"
"666","N21000294","BT119EF",NA,"postcode","N21000294","sdz"
"667","N21000315","BT119EG",NA,"postcode","N21000315","sdz"
"668","N21000315","BT119EH",NA,"postcode","N21000315","sdz"
"669","N21000315","BT119EJ",NA,"postcode","N21000315","sdz"
"670","N21000286","BT119EL",NA,"postcode","N21000286","sdz"
"671","N21000289","BT119EN",NA,"postcode","N21000289","sdz"
"672","N21000289","BT119EP",NA,"postcode","N21000289","sdz"
"673","N21000289","BT119EQ",NA,"postcode","N21000289","sdz"
"674","N21000289","BT119ER",NA,"postcode","N21000289","sdz"
"675","N21000286","BT119ES",NA,"postcode","N21000286","sdz"
"676","N21000286","BT119ET",NA,"postcode","N21000286","sdz"
"677","N21000289","BT119EU",NA,"postcode","N21000289","sdz"
"678","N21000289","BT119EW",NA,"postcode","N21000289","sdz"
"679","N21000289","BT119EX",NA,"postcode","N21000289","sdz"
"680","N21000289","BT119EY",NA,"postcode","N21000289","sdz"
"681","N21000289","BT119EZ",NA,"postcode","N21000289","sdz"
"682","N21000286","BT119FB",NA,"postcode","N21000286","sdz"
"683","N21000315","BT119FD",NA,"postcode","N21000315","sdz"
"684","N21000315","BT119FE",NA,"postcode","N21000315","sdz"
"685","N21000315","BT119FF",NA,"postcode","N21000315","sdz"
"686","N21000315","BT119FG",NA,"postcode","N21000315","sdz"
"687","N21000286","BT119FH",NA,"postcode","N21000286","sdz"
"688","000000000","BT119FL",NA,"postcode","000000000","sdz"
"689","N21000286","BT119FN",NA,"postcode","N21000286","sdz"
"690","N21000286","BT119FP",NA,"postcode","N21000286","sdz"
"691","N21000286","BT119FR",NA,"postcode","N21000286","sdz"
"692","N21000286","BT119FS",NA,"postcode","N21000286","sdz"
"693","N21000286","BT119FT",NA,"postcode","N21000286","sdz"
"694","N21000286","BT119FW",NA,"postcode","N21000286","sdz"
"695","N21000312","BT119FX",NA,"postcode","N21000312","sdz"
"696","N21000286","BT119FY",NA,"postcode","N21000286","sdz"
"697","N21000286","BT119FZ",NA,"postcode","N21000286","sdz"
"698","N21000286","BT119GA",NA,"postcode","N21000286","sdz"
"699","N21000286","BT119GB",NA,"postcode","N21000286","sdz"
"700","N21000286","BT119GD",NA,"postcode","N21000286","sdz"
"701","N21000289","BT119GE",NA,"postcode","N21000289","sdz"
"702","N21000314","BT119GF",NA,"postcode","N21000314","sdz"
"703","N21000289","BT119GG",NA,"postcode","N21000289","sdz"
"704","N21000289","BT119GH",NA,"postcode","N21000289","sdz"
"705","N21000314","BT119GJ",NA,"postcode","N21000314","sdz"
"706","N21000289","BT119GL",NA,"postcode","N21000289","sdz"
"707","N21000314","BT119GN",NA,"postcode","N21000314","sdz"
"708","N21000289","BT119GP",NA,"postcode","N21000289","sdz"
"709","N21000289","BT119GQ",NA,"postcode","N21000289","sdz"
"710","N21000288","BT119GR",NA,"postcode","N21000288","sdz"
"711","N21000288","BT119GS",NA,"postcode","N21000288","sdz"
"712","N21000288","BT119GT",NA,"postcode","N21000288","sdz"
"713","N21000288","BT119GU",NA,"postcode","N21000288","sdz"
"714","N21000289","BT119GW",NA,"postcode","N21000289","sdz"
"715","N21000288","BT119GX",NA,"postcode","N21000288","sdz"
"716","N21000289","BT119GY",NA,"postcode","N21000289","sdz"
"717","N21000288","BT119HB",NA,"postcode","N21000288","sdz"
"718","N21000314","BT119HD",NA,"postcode","N21000314","sdz"
"719","N21000314","BT119HE",NA,"postcode","N21000314","sdz"
"720","N21000314","BT119HF",NA,"postcode","N21000314","sdz"
"721","N21000314","BT119HG",NA,"postcode","N21000314","sdz"
"722","N21000314","BT119HH",NA,"postcode","N21000314","sdz"
"723","N21000313","BT119HJ",NA,"postcode","N21000313","sdz"
"724","N21000314","BT119HL",NA,"postcode","N21000314","sdz"
"725","N21000314","BT119HN",NA,"postcode","N21000314","sdz"
"726","N21000314","BT119HP",NA,"postcode","N21000314","sdz"
"727","N21000314","BT119HQ",NA,"postcode","N21000314","sdz"
"728","N21000314","BT119HR",NA,"postcode","N21000314","sdz"
"729","N21000314","BT119HS",NA,"postcode","N21000314","sdz"
"730","N21000314","BT119HT",NA,"postcode","N21000314","sdz"
"731","N21000313","BT119HU",NA,"postcode","N21000313","sdz"
"732","N21000313","BT119HW",NA,"postcode","N21000313","sdz"
"733","N21000313","BT119HX",NA,"postcode","N21000313","sdz"
"734","N21000313","BT119HY",NA,"postcode","N21000313","sdz"
"735","N21000313","BT119HZ",NA,"postcode","N21000313","sdz"
"736","N21000314","BT119JA",NA,"postcode","N21000314","sdz"
"737","N21000314","BT119JB",NA,"postcode","N21000314","sdz"
"738","N21000314","BT119JD",NA,"postcode","N21000314","sdz"
"739","N21000315","BT119JE",NA,"postcode","N21000315","sdz"
"740","N21000315","BT119JF",NA,"postcode","N21000315","sdz"
"741","N21000314","BT119JG",NA,"postcode","N21000314","sdz"
"742","N21000307","BT119JH",NA,"postcode","N21000307","sdz"
"743","000000000","BT119JJ",NA,"postcode","000000000","sdz"
"744","000000000","BT119JL",NA,"postcode","000000000","sdz"
"745","000000000","BT119JN",NA,"postcode","000000000","sdz"
"746","N21000289","BT119JP",NA,"postcode","N21000289","sdz"
"747","N21000288","BT119JQ",NA,"postcode","N21000288","sdz"
"748","N21000289","BT119JR",NA,"postcode","N21000289","sdz"
"749","N21000289","BT119JS",NA,"postcode","N21000289","sdz"
"750","N21000289","BT119JT",NA,"postcode","N21000289","sdz"
"751","N21000289","BT119JU",NA,"postcode","N21000289","sdz"
