"code","name","namew","type","parent","parent_type"
"N21000315","BT119BD","","postcode","N21000315","sdz"
"N21000315","BT119BE","","postcode","N21000315","sdz"
"N21000313","BT119BF","","postcode","N21000313","sdz"
"N21000315","BT119BG","","postcode","N21000315","sdz"
"N21000311","BT119BH","","postcode","N21000311","sdz"
"N21000315","BT119BJ","","postcode","N21000315","sdz"
"N21000311","BT119BL","","postcode","N21000311","sdz"
"N21000311","BT119BP","","postcode","N21000311","sdz"
"N21000309","BT119BQ","","postcode","N21000309","sdz"
"N21000311","BT119BS","","postcode","N21000311","sdz"
"N21000311","BT119BT","","postcode","N21000311","sdz"
"N21000311","BT119BU","","postcode","N21000311","sdz"
"N21000311","BT119BW","","postcode","N21000311","sdz"
"N21000315","BT119BX","","postcode","N21000315","sdz"
"N21000315","BT119BY","","postcode","N21000315","sdz"
"N21000315","BT119BZ","","postcode","N21000315","sdz"
"N21000315","BT119DA","","postcode","N21000315","sdz"
"N21000315","BT119DB","","postcode","N21000315","sdz"
"N21000315","BT119DD","","postcode","N21000315","sdz"
"N21000315","BT119DE","","postcode","N21000315","sdz"
"N21000288","BT119DF","","postcode","N21000288","sdz"
"N21000315","BT119DG","","postcode","N21000315","sdz"
"N21000315","BT119DH","","postcode","N21000315","sdz"
"N21000315","BT119DJ","","postcode","N21000315","sdz"
"N21000315","BT119DL","","postcode","N21000315","sdz"
"N21000315","BT119DN","","postcode","N21000315","sdz"
"N21000315","BT119DP","","postcode","N21000315","sdz"
"N21000288","BT119DQ","","postcode","N21000288","sdz"
"N21000311","BT119DR","","postcode","N21000311","sdz"
"N21000309","BT119DS","","postcode","N21000309","sdz"
"N21000309","BT119DT","","postcode","N21000309","sdz"
"N21000286","BT119DU","","postcode","N21000286","sdz"
"N21000288","BT119DW","","postcode","N21000288","sdz"
"N21000289","BT119DX","","postcode","N21000289","sdz"
"N21000288","BT119DY","","postcode","N21000288","sdz"
"N21000288","BT119DZ","","postcode","N21000288","sdz"
"N21000311","BT119EA","","postcode","N21000311","sdz"
"N21000315","BT119EB","","postcode","N21000315","sdz"
"N21000286","BT119ED","","postcode","N21000286","sdz"
"N21000294","BT119EF","","postcode","N21000294","sdz"
"N21000315","BT119EG","","postcode","N21000315","sdz"
"N21000315","BT119EH","","postcode","N21000315","sdz"
"N21000315","BT119EJ","","postcode","N21000315","sdz"
"N21000286","BT119EL","","postcode","N21000286","sdz"
"N21000289","BT119EN","","postcode","N21000289","sdz"
"N21000289","BT119EP","","postcode","N21000289","sdz"
"N21000289","BT119EQ","","postcode","N21000289","sdz"
"N21000289","BT119ER","","postcode","N21000289","sdz"
"N21000286","BT119ES","","postcode","N21000286","sdz"
"N21000286","BT119ET","","postcode","N21000286","sdz"
"N21000289","BT119EU","","postcode","N21000289","sdz"
"N21000289","BT119EW","","postcode","N21000289","sdz"
"N21000289","BT119EX","","postcode","N21000289","sdz"
"N21000289","BT119EY","","postcode","N21000289","sdz"
"N21000289","BT119EZ","","postcode","N21000289","sdz"
"N21000286","BT119FB","","postcode","N21000286","sdz"
"N21000315","BT119FD","","postcode","N21000315","sdz"
"N21000315","BT119FE","","postcode","N21000315","sdz"
"N21000315","BT119FF","","postcode","N21000315","sdz"
"N21000315","BT119FG","","postcode","N21000315","sdz"
"N21000286","BT119FH","","postcode","N21000286","sdz"
"N21000286","BT119FN","","postcode","N21000286","sdz"
"N21000286","BT119FP","","postcode","N21000286","sdz"
"N21000286","BT119FR","","postcode","N21000286","sdz"
"N21000286","BT119FS","","postcode","N21000286","sdz"
"N21000286","BT119FT","","postcode","N21000286","sdz"
"N21000286","BT119FW","","postcode","N21000286","sdz"
"N21000312","BT119FX","","postcode","N21000312","sdz"
"N21000286","BT119FY","","postcode","N21000286","sdz"
"N21000286","BT119FZ","","postcode","N21000286","sdz"
"N21000286","BT119GA","","postcode","N21000286","sdz"
"N21000286","BT119GB","","postcode","N21000286","sdz"
"N21000286","BT119GD","","postcode","N21000286","sdz"
"N21000289","BT119GE","","postcode","N21000289","sdz"
"N21000314","BT119GF","","postcode","N21000314","sdz"
"N21000289","BT119GG","","postcode","N21000289","sdz"
"N21000289","BT119GH","","postcode","N21000289","sdz"
"N21000314","BT119GJ","","postcode","N21000314","sdz"
"N21000289","BT119GL","","postcode","N21000289","sdz"
"N21000314","BT119GN","","postcode","N21000314","sdz"
"N21000289","BT119GP","","postcode","N21000289","sdz"
"N21000289","BT119GQ","","postcode","N21000289","sdz"
"N21000288","BT119GR","","postcode","N21000288","sdz"
"N21000288","BT119GS","","postcode","N21000288","sdz"
"N21000288","BT119GT","","postcode","N21000288","sdz"
"N21000288","BT119GU","","postcode","N21000288","sdz"
"N21000289","BT119GW","","postcode","N21000289","sdz"
"N21000288","BT119GX","","postcode","N21000288","sdz"
"N21000289","BT119GY","","postcode","N21000289","sdz"
"N21000288","BT119HB","","postcode","N21000288","sdz"
"N21000314","BT119HD","","postcode","N21000314","sdz"
"N21000314","BT119HE","","postcode","N21000314","sdz"
"N21000314","BT119HF","","postcode","N21000314","sdz"
"N21000314","BT119HG","","postcode","N21000314","sdz"
"N21000314","BT119HH","","postcode","N21000314","sdz"
"N21000313","BT119HJ","","postcode","N21000313","sdz"
"N21000314","BT119HL","","postcode","N21000314","sdz"
"N21000314","BT119HN","","postcode","N21000314","sdz"
"N21000314","BT119HP","","postcode","N21000314","sdz"
"N21000314","BT119HQ","","postcode","N21000314","sdz"
"N21000314","BT119HR","","postcode","N21000314","sdz"
"N21000314","BT119HS","","postcode","N21000314","sdz"
"N21000314","BT119HT","","postcode","N21000314","sdz"
"N21000313","BT119HU","","postcode","N21000313","sdz"
"N21000313","BT119HW","","postcode","N21000313","sdz"
"N21000313","BT119HX","","postcode","N21000313","sdz"
"N21000313","BT119HY","","postcode","N21000313","sdz"
"N21000313","BT119HZ","","postcode","N21000313","sdz"
"N21000314","BT119JA","","postcode","N21000314","sdz"
"N21000314","BT119JB","","postcode","N21000314","sdz"
"N21000314","BT119JD","","postcode","N21000314","sdz"
"N21000315","BT119JE","","postcode","N21000315","sdz"
"N21000315","BT119JF","","postcode","N21000315","sdz"
"N21000314","BT119JG","","postcode","N21000314","sdz"
"N21000307","BT119JH","","postcode","N21000307","sdz"
"N21000289","BT119JP","","postcode","N21000289","sdz"
"N21000288","BT119JQ","","postcode","N21000288","sdz"
"N21000289","BT119JR","","postcode","N21000289","sdz"
"N21000289","BT119JS","","postcode","N21000289","sdz"
"N21000289","BT119JT","","postcode","N21000289","sdz"
"N21000289","BT119JU","","postcode","N21000289","sdz"
"N21000286","BT119JW","","postcode","N21000286","sdz"
"N21000289","BT119JX","","postcode","N21000289","sdz"
"N21000286","BT119JY","","postcode","N21000286","sdz"
"N21000289","BT119JZ","","postcode","N21000289","sdz"
"N21000289","BT119LA","","postcode","N21000289","sdz"
"N21000288","BT119LB","","postcode","N21000288","sdz"
"N21000289","BT119LD","","postcode","N21000289","sdz"
"N21000288","BT119LE","","postcode","N21000288","sdz"
"N21000286","BT119LF","","postcode","N21000286","sdz"
"N21000288","BT119LG","","postcode","N21000288","sdz"
"N21000288","BT119LH","","postcode","N21000288","sdz"
"N21000286","BT119LP","","postcode","N21000286","sdz"
"N21000286","BT119LQ","","postcode","N21000286","sdz"
"N21000288","BT119LS","","postcode","N21000288","sdz"
"N21000291","BT119LT","","postcode","N21000291","sdz"
"N21000288","BT119LU","","postcode","N21000288","sdz"
"N21000291","BT119LW","","postcode","N21000291","sdz"
"N21000288","BT119LX","","postcode","N21000288","sdz"
"N21000291","BT119LY","","postcode","N21000291","sdz"
"N21000288","BT119LZ","","postcode","N21000288","sdz"
"N21000288","BT119NA","","postcode","N21000288","sdz"
"N21000288","BT119NB","","postcode","N21000288","sdz"
"N21000288","BT119NE","","postcode","N21000288","sdz"
"N21000288","BT119NF","","postcode","N21000288","sdz"
"N21000288","BT119NG","","postcode","N21000288","sdz"
"N21000289","BT119NH","","postcode","N21000289","sdz"
"N21000289","BT119NJ","","postcode","N21000289","sdz"
"N21000289","BT119NL","","postcode","N21000289","sdz"
"N21000289","BT119NN","","postcode","N21000289","sdz"
"N21000289","BT119NP","","postcode","N21000289","sdz"
"N21000286","BT119NQ","","postcode","N21000286","sdz"
"N21000289","BT119NR","","postcode","N21000289","sdz"
"N21000289","BT119NS","","postcode","N21000289","sdz"
"N21000289","BT119NT","","postcode","N21000289","sdz"
"N21000289","BT119NU","","postcode","N21000289","sdz"
"N21000289","BT119NW","","postcode","N21000289","sdz"
"N21000289","BT119NX","","postcode","N21000289","sdz"
"N21000289","BT119NY","","postcode","N21000289","sdz"
"N21000288","BT119NZ","","postcode","N21000288","sdz"
"N21000291","BT119PA","","postcode","N21000291","sdz"
"N21000313","BT119PB","","postcode","N21000313","sdz"
"N21000314","BT119PD","","postcode","N21000314","sdz"
"N21000288","BT119PE","","postcode","N21000288","sdz"
"N21000288","BT119PF","","postcode","N21000288","sdz"
"N21000288","BT119PG","","postcode","N21000288","sdz"
"N21000288","BT119PH","","postcode","N21000288","sdz"
"N21000289","BT119PJ","","postcode","N21000289","sdz"
"N21000313","BT119PL","","postcode","N21000313","sdz"
"N21000312","BT119PP","","postcode","N21000312","sdz"
"N21000314","BT119PQ","","postcode","N21000314","sdz"
"N21000312","BT119PR","","postcode","N21000312","sdz"
"N21000312","BT119PS","","postcode","N21000312","sdz"
"N21000288","BT119PT","","postcode","N21000288","sdz"
"N21000313","BT119PU","","postcode","N21000313","sdz"
"N21000313","BT119PX","","postcode","N21000313","sdz"
"N21000313","BT119PZ","","postcode","N21000313","sdz"
"N21000313","BT119QA","","postcode","N21000313","sdz"
"N21000313","BT119QB","","postcode","N21000313","sdz"
"N21000313","BT119QD","","postcode","N21000313","sdz"
"N21000313","BT119QE","","postcode","N21000313","sdz"
"N21000286","BT119QF","","postcode","N21000286","sdz"
"N21000286","BT119QG","","postcode","N21000286","sdz"
"N21000313","BT119QH","","postcode","N21000313","sdz"
"N21000286","BT119QJ","","postcode","N21000286","sdz"
"N21000313","BT119QL","","postcode","N21000313","sdz"
"N21000286","BT119QN","","postcode","N21000286","sdz"
"N21000313","BT119QP","","postcode","N21000313","sdz"
"N21000286","BT119QQ","","postcode","N21000286","sdz"
"N21000314","BT119QR","","postcode","N21000314","sdz"
"N21000286","BT119QS","","postcode","N21000286","sdz"
"N21000286","BT119QT","","postcode","N21000286","sdz"
"N21000286","BT119QU","","postcode","N21000286","sdz"
"N21000313","BT119QW","","postcode","N21000313","sdz"
"N21000286","BT119QX","","postcode","N21000286","sdz"
"N21000286","BT119QY","","postcode","N21000286","sdz"
"N21000289","BT119QZ","","postcode","N21000289","sdz"
"N21000313","BT119RA","","postcode","N21000313","sdz"
"N21000313","BT119RB","","postcode","N21000313","sdz"
"N21000313","BT119RD","","postcode","N21000313","sdz"
"N21000313","BT119RE","","postcode","N21000313","sdz"
"N21000313","BT119RF","","postcode","N21000313","sdz"
"N21000313","BT119RG","","postcode","N21000313","sdz"
"N21000313","BT119RH","","postcode","N21000313","sdz"
"N21000313","BT119RJ","","postcode","N21000313","sdz"
"N21000313","BT119RL","","postcode","N21000313","sdz"
"N21000313","BT119RN","","postcode","N21000313","sdz"
"N21000288","BT119RP","","postcode","N21000288","sdz"
"N21000313","BT119RQ","","postcode","N21000313","sdz"
"N21000313","BT119RR","","postcode","N21000313","sdz"
"N21000288","BT119RS","","postcode","N21000288","sdz"
"N21000315","BT119RT","","postcode","N21000315","sdz"
"N21000286","BT119RU","","postcode","N21000286","sdz"
"N21000313","BT119RW","","postcode","N21000313","sdz"
"N21000313","BT119RX","","postcode","N21000313","sdz"
"N21000291","BT119RZ","","postcode","N21000291","sdz"
"N21000307","BT119SH","","postcode","N21000307","sdz"
"N21000286","BT119WA","","postcode","N21000286","sdz"
"N21000313","BT119WB","","postcode","N21000313","sdz"
"N21000313","BT119WZ","","postcode","N21000313","sdz"
"N21000313","BT119YA","","postcode","N21000313","sdz"
"N21000313","BT119YB","","postcode","N21000313","sdz"
"N21000313","BT119YD","","postcode","N21000313","sdz"
"N21000314","BT119YE","","postcode","N21000314","sdz"
"N21000313","BT119YF","","postcode","N21000313","sdz"
"N21000192","BT11AA","","postcode","N21000192","sdz"
"N21000251","BT11AL","","postcode","N21000251","sdz"
"N21000192","BT11AR","","postcode","N21000192","sdz"
"N21000192","BT11AS","","postcode","N21000192","sdz"
"N21000251","BT11BB","","postcode","N21000251","sdz"
"N21000251","BT11BH","","postcode","N21000251","sdz"
"N21000251","BT11BL","","postcode","N21000251","sdz"
"N21000251","BT11BN","","postcode","N21000251","sdz"
"N21000192","BT11BP","","postcode","N21000192","sdz"
"N21000251","BT11BQ","","postcode","N21000251","sdz"
"N21000251","BT11BW","","postcode","N21000251","sdz"
"N21000251","BT11DA","","postcode","N21000251","sdz"
"N21000251","BT11DB","","postcode","N21000251","sdz"
"N21000251","BT11DD","","postcode","N21000251","sdz"
"N21000251","BT11DE","","postcode","N21000251","sdz"
"N21000251","BT11DF","","postcode","N21000251","sdz"
"N21000251","BT11DH","","postcode","N21000251","sdz"
"N21000251","BT11DJ","","postcode","N21000251","sdz"
"N21000178","BT11DL","","postcode","N21000178","sdz"
"N21000178","BT11DN","","postcode","N21000178","sdz"
"N21000251","BT11DW","","postcode","N21000251","sdz"
"N21000178","BT11DX","","postcode","N21000178","sdz"
"N21000178","BT11DZ","","postcode","N21000178","sdz"
"N21000178","BT11EA","","postcode","N21000178","sdz"
"N21000178","BT11EB","","postcode","N21000178","sdz"
"N21000251","BT11EE","","postcode","N21000251","sdz"
"N21000178","BT11EF","","postcode","N21000178","sdz"
"N21000251","BT11EJ","","postcode","N21000251","sdz"
"N21000251","BT11EL","","postcode","N21000251","sdz"
"N21000192","BT11ER","","postcode","N21000192","sdz"
"N21000178","BT11ES","","postcode","N21000178","sdz"
"N21000178","BT11ET","","postcode","N21000178","sdz"
"N21000178","BT11EU","","postcode","N21000178","sdz"
"N21000178","BT11EW","","postcode","N21000178","sdz"
"N21000251","BT11EX","","postcode","N21000251","sdz"
"N21000178","BT11EY","","postcode","N21000178","sdz"
"N21000178","BT11EZ","","postcode","N21000178","sdz"
"N21000251","BT11FB","","postcode","N21000251","sdz"
"N21000251","BT11FD","","postcode","N21000251","sdz"
"N21000251","BT11FE","","postcode","N21000251","sdz"
"N21000192","BT11FF","","postcode","N21000192","sdz"
"N21000192","BT11FG","","postcode","N21000192","sdz"
"N21000192","BT11FH","","postcode","N21000192","sdz"
"N21000251","BT11FJ","","postcode","N21000251","sdz"
"N21000251","BT11FN","","postcode","N21000251","sdz"
"N21000251","BT11FP","","postcode","N21000251","sdz"
"N21000178","BT11FQ","","postcode","N21000178","sdz"
"N21000251","BT11FR","","postcode","N21000251","sdz"
"N21000178","BT11FS","","postcode","N21000178","sdz"
"N21000251","BT11FT","","postcode","N21000251","sdz"
"N21000178","BT11FW","","postcode","N21000178","sdz"
"N21000251","BT11FX","","postcode","N21000251","sdz"
"N21000251","BT11FY","","postcode","N21000251","sdz"
"N21000251","BT11FZ","","postcode","N21000251","sdz"
"N21000251","BT11GA","","postcode","N21000251","sdz"
"N21000251","BT11GB","","postcode","N21000251","sdz"
"N21000251","BT11GG","","postcode","N21000251","sdz"
"N21000251","BT11GH","","postcode","N21000251","sdz"
"N21000251","BT11GJ","","postcode","N21000251","sdz"
"N21000251","BT11GP","","postcode","N21000251","sdz"
"N21000178","BT11GT","","postcode","N21000178","sdz"
"N21000251","BT11GU","","postcode","N21000251","sdz"
"N21000251","BT11GW","","postcode","N21000251","sdz"
"N21000251","BT11HB","","postcode","N21000251","sdz"
"N21000251","BT11HD","","postcode","N21000251","sdz"
"N21000251","BT11HE","","postcode","N21000251","sdz"
"N21000251","BT11HF","","postcode","N21000251","sdz"
"N21000251","BT11HG","","postcode","N21000251","sdz"
"N21000251","BT11HH","","postcode","N21000251","sdz"
"N21000251","BT11HJ","","postcode","N21000251","sdz"
"N21000251","BT11HL","","postcode","N21000251","sdz"
"N21000251","BT11HP","","postcode","N21000251","sdz"
"N21000251","BT11HR","","postcode","N21000251","sdz"
"N21000329","BT11HS","","postcode","N21000329","sdz"
"N21000251","BT11HU","","postcode","N21000251","sdz"
"N21000251","BT11JA","","postcode","N21000251","sdz"
"N21000251","BT11JB","","postcode","N21000251","sdz"
"N21000251","BT11JE","","postcode","N21000251","sdz"
"N21000251","BT11JG","","postcode","N21000251","sdz"
"N21000251","BT11JJ","","postcode","N21000251","sdz"
"N21000251","BT11JL","","postcode","N21000251","sdz"
"N21000251","BT11JN","","postcode","N21000251","sdz"
"N21000251","BT11JP","","postcode","N21000251","sdz"
"N21000251","BT11JQ","","postcode","N21000251","sdz"
"N21000329","BT11JS","","postcode","N21000329","sdz"
"N21000329","BT11JW","","postcode","N21000329","sdz"
"N21000251","BT11LA","","postcode","N21000251","sdz"
"N21000251","BT11LB","","postcode","N21000251","sdz"
"N21000251","BT11LD","","postcode","N21000251","sdz"
"N21000251","BT11LE","","postcode","N21000251","sdz"
"N21000251","BT11LF","","postcode","N21000251","sdz"
"N21000251","BT11LG","","postcode","N21000251","sdz"
"N21000192","BT11LH","","postcode","N21000192","sdz"
"N21000192","BT11LS","","postcode","N21000192","sdz"
"N21000251","BT11LT","","postcode","N21000251","sdz"
